ID,NAME,CR,TYPE,SIZE,ARMOR_CLASS,HITPOINTS_AVG,HIT_DICE,HITPOINTS_ROLL,SPEED_TYPE,SPEED_WALK,SPEED_FLY,SPEED_SWIM,SPEED_CLIMB,SPEED_BURROW,ALIGNMENT,LEGENDARY,STR,DEX,CON,INT,WIS,CHA,PROF_BONUS,THROW_STR,THROW_DEX,THROW_CON,THROW_INT,THROW_WIS,THROW_CHA,SKILLS,LANGUAGES,SENSES,RANGE_DARKVISION,RANGE_TREMORSENSE,RANGE_BLINDSIGHT,RANGE_TRUESIGHT,SPECIAL_ABILITY_ONE,SPECIAL_ABILITY_ONE_DESC,SPECIAL_ABILITY_TWO,SPECIAL_ABILITY_TWO_DESC,SPECIAL_ABILITY_THREE,SPECIAL_ABILITY_THREE_DESC,SPECIAL_ABILITY_FOUR,SPECIAL_ABILITY_FOUR_DESC,ATTACK_1,ATTACK_1_DESC,ATTACK_2,ATTACK_2_DESC,ATTACK_3,ATTACK_3_DESC,ATTACK_4,ATTACK_4_DESC,ATTACK_5_TYPE,ATTACK_5_DESC,ACTION_LEG,ACTION_LEG1,ACTION_LEG1_DESC,ACTION_LEG2,ACTION_LEG2_DESC,ACTION_LEG3,ACTION_LEG3_DESC,ACTION_LAIR,ACTION_LAIR1,ACTION_LAIR1_DESC,ACTION_LAIR2,ACTION_LAIR2_DESC,ACTION_LAIR3,ACTION_LAIR3_DESC,REGIONALEFFECT,REGIONALEFFECT1,REGIONALEFFECT2,REGIONALEFFECT3,ENDREGIONALEFFECT,ENVIRONMENT,BA1,BA1_DESC,BA2,BA2_DESC,BA3,BA3_DESC,BA4,BA4_DESC,REACTION1,REACTION1_DESC,REACTION2,REACTION2_DESC,REACTION3,REACTION3_DESC,VILL_ACTION,VILL_ACTION1,VILL_ACTION1_DESC,VILL_ACTION2,VILL_ACTION2_DESC,VILL_ACTION3,VILL_ACTION3_DESC,UTILITY_SPELLS,UTILITY_SPELLS_LIST,FEATURE1,FEATURE1_DESC,FEATURE2,FEATURE2_DESC,FEATURE3,FEATURE3_DESC,FEATURE4,FEATURE4_DESC,FEATURE5,FEATURE5_DESC
188,Mage,6,humanoid,Medium,12,40,9d8,9d8,walk,30,0,0,0,0,any alignment,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,any four languages,passive_perception 11,0,0,0,0,Spellcasting,"The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared:

- Cantrips (at will): fire bolt, light, mage hand, prestidigitation
- 1st level (4 slots): detect magic, mage armor, magic missile, shield
- 2nd level (3 slots): misty step, suggestion
- 3rd level (3 slots): counterspell, fireball, fly
- 4th level (3 slots): greater invisibility, ice storm
- 5th level (1 slot): cone of cold",0,0,0,0,0,0,Dagger,"Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Magma Mephit,0.5,elemental,Small,11,22,5d6,5d6+5,"fly,walk",30,30,0,0,0,neutral evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Ignan, Terran","darkvision 60 ft., passive_perception 10",60,0,0,0,Death Burst,"When the mephit dies, it explodes in a burst of lava. Each creature within 5 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.",False Appearance,"While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma.",Innate Spellcasting,"The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma.",0,0,Claws,"Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage.",Fire Breath,"The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Magmin,0.5,elemental,Small,14,9,2d6,2d6+2,walk,30,0,0,0,0,chaotic neutral,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Ignan,"darkvision 60 ft., passive_perception 10",60,0,0,0,Death Burst,"When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited.",Ignited Illumination,"As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 ft.",0,0,0,0,Touch,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d6) fire damage. If the target is a creature or a flammable object, it ignites. Until a target takes an action to douse the fire, the target takes 3 (1d6) fire damage at the end of each of its turns.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Mammoth,6,beast,Huge,13,126,11d12,11d12+55,walk,40,0,0,0,0,unaligned,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,passive_perception 10,0,0,0,0,Trampling Charge,"If the mammoth moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone, the mammoth can make one stomp attack against it as a bonus action.",0,0,0,0,0,0,Gore,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 25 (4d8 + 7) piercing damage.",Stomp,"Melee Weapon Attack: +10 to hit, reach 5 ft., one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Manticore,3,monstrosity,Large,14,68,8d10,8d10+24,"fly,walk",30,50,0,0,0,lawful evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive_perception 11",60,0,0,0,Tail Spike Regrowth,The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest.,0,0,0,0,0,0,Multiattack,The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes.,Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.",Claw,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",Tail Spike,"Ranged Weapon Attack: +5 to hit, range 100/200 ft., one target. Hit: 7 (1d8 + 3) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Marilith,16,fiend,Large,18,189,18d10,18d10+90,walk,40,0,0,0,0,chaotic evil,0,0,0,0,0,0,0,5,9,0,10,0,8,10,0,"Abyssal, telepathy 120 ft.","truesight 120 ft., passive_perception 13",0,0,0,120,Magic Resistance,The marilith has advantage on saving throws against spells and other magical effects.,Magic Weapons,The marilith's weapon attacks are magical.,Reactive,The marilith can take one reaction on every turn in combat.,0,0,Multiattack,The marilith can make seven attacks: six with its longswords and one with its tail.,Longsword,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",Tail,"Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the target is restrained, the marilith can automatically hit the target with its tail, and the marilith can't make tail attacks against other targets.",Teleport,"The marilith magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Mastiff,0.125,beast,Medium,12,5,1d8,1d8+1,walk,40,0,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,passive_perception 13,0,0,0,0,Keen Hearing and Smell,The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell.,0,0,0,0,0,0,Bite,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Medusa,6,monstrosity,Medium,15,127,17d8,17d8+51,walk,30,0,0,0,0,lawful evil,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Common,"darkvision 60 ft., passive_perception 14",60,0,0,0,Petrifying Gaze,"When a creature that can see the medusa's eyes starts its turn within 30 ft. of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic.
Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save.
If the medusa sees itself reflected on a polished surface within 30 ft. of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze.",0,0,0,0,0,0,Multiattack,The medusa makes either three melee attacks--one with its snake hair and two with its shortsword--or two ranged attacks with its longbow.,Snake Hair,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage.",Shortsword,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",Longbow,"Ranged Weapon Attack: +5 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Merfolk,0.125,humanoid,Medium,11,11,2d8,2d8+2,"swim,walk",10,0,40,0,0,neutral,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Aquan, Common",passive_perception 12,0,0,0,0,Amphibious,The merfolk can breathe air and water.,0,0,0,0,0,0,Spear,"Melee or Ranged Weapon Attack: +2 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 3 (1d6) piercing damage, or 4 (1d8) piercing damage if used with two hands to make a melee attack.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Merrow,2,monstrosity,Large,13,45,6d10,6d10+12,"swim,walk",10,0,40,0,0,chaotic evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Abyssal, Aquan","darkvision 60 ft., passive_perception 10",60,0,0,0,Amphibious,The merrow can breathe air and water.,0,0,0,0,0,0,Multiattack,The merrow makes two attacks: one with its bite and one with its claws or harpoon.,Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.",Claws,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage.",Harpoon,"Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a Huge or smaller creature, it must succeed on a Strength contest against the merrow or be pulled up to 20 feet toward the merrow.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Mimic,2,monstrosity,Medium,12,58,9d8,9d8+18,walk,15,0,0,0,0,neutral,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive_perception 11",60,0,0,0,Shapechanger,"The mimic can use its action to polymorph into an object or back into its true, amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn 't transformed. It reverts to its true form if it dies.",Adhesive (Object Form Only),The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage.,False Appearance (Object Form Only),"While the mimic remains motionless, it is indistinguishable from an ordinary object.",Grappler,The mimic has advantage on attack rolls against any creature grappled by it.,Pseudopod,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage. If the mimic is in object form, the target is subjected to its Adhesive trait.",Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) acid damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Minotaur,3,monstrosity,Large,14,76,9d10,9d10+27,walk,40,0,0,0,0,chaotic evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Abyssal,"darkvision 60 ft., passive_perception 17",60,0,0,0,Charge,"If the minotaur moves at least 10 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 ft. away and knocked prone.",Labyrinthine Recall,The minotaur can perfectly recall any path it has traveled.,Reckless,"At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn.",0,0,Greataxe,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.",Gore,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Minotaur Skeleton,2,undead,Large,12,67,9d10,9d10+18,walk,40,0,0,0,0,lawful evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,understands Abyssal but can't speak,"darkvision 60 ft., passive_perception 9",60,0,0,0,Charge,"If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone.",0,0,0,0,0,0,Greataxe,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.",Gore,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Mule,0.125,beast,Medium,10,11,2d8,2d8+2,walk,40,0,0,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,passive_perception 10,0,0,0,0,Beast of Burden,The mule is considered to be a Large animal for the purpose of determining its carrying capacity.,Sure-Footed,The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,0,0,0,0,Hooves,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Mummy,3,undead,Medium,11,58,9d8,9d8+18,walk,20,0,0,0,0,lawful evil,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,the languages it knew in life,"darkvision 60 ft., passive_perception 10",60,0,0,0,0,0,0,0,0,0,0,0,Multiattack,The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,Rotting Fist,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage plus 10 (3d6) necrotic damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic.",Dreadful Glare,"The mummy targets one creature it can see within 60 ft. of it. If the target can see the mummy, it must succeed on a DC 11 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies (but not mummy lords) for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Mummy Lord,15,undead,Medium,17,97,13d8,13d8+39,walk,20,0,0,0,0,lawful evil,0,0,0,0,0,0,0,5,0,0,8,5,9,8,0,the languages it knew in life,"darkvision 60 ft., passive_perception 14",60,0,0,0,Magic Resistance,The mummy lord has advantage on saving throws against spells and other magical effects.,Rejuvenation,"A destroyed mummy lord gains a new body in 24 hours if its heart is intact, regaining all its hit points and becoming active again. The new body appears within 5 feet of the mummy lord's heart.",Spellcasting,"The mummy lord is a 10th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 17, +9 to hit with spell attacks). The mummy lord has the following cleric spells prepared:

- Cantrips (at will): sacred flame, thaumaturgy
- 1st level (4 slots): command, guiding bolt, shield of faith
- 2nd level (3 slots): hold person, silence, spiritual weapon
- 3rd level (3 slots): animate dead, dispel magic
- 4th level (3 slots): divination, guardian of faith
- 5th level (2 slots): contagion, insect plague
- 6th level (1 slot): harm",0,0,Multiattack,The mummy can use its Dreadful Glare and makes one attack with its rotting fist.,Rotting Fist,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 14 (3d6 + 4) bludgeoning damage plus 21 (6d6) necrotic damage. If the target is a creature, it must succeed on a DC 16 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic.",Dreadful Glare,"The mummy lord targets one creature it can see within 60 feet of it. If the target can see the mummy lord, it must succeed on a DC 16 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies and mummy lords for the next 24 hours.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Nalfeshnee,13,fiend,Large,18,184,16d10,16d10+96,"fly,walk",20,30,0,0,0,chaotic evil,0,0,0,0,0,0,0,5,0,0,11,9,6,7,0,"Abyssal, telepathy 120 ft.","truesight 120 ft., passive_perception 11",0,0,0,120,Magic Resistance,The nalfeshnee has advantage on saving throws against spells and other magical effects.,0,0,0,0,0,0,Multiattack,The nalfeshnee uses Horror Nimbus if it can. It then makes three attacks: one with its bite and two with its claws.,Bite,"Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 32 (5d10 + 5) piercing damage.",Claw,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (3d6 + 5) slashing damage.",Horror Nimbus,"The nalfeshnee magically emits scintillating, multicolored light. Each creature within 15 feet of the nalfeshnee that can see the light must succeed on a DC 15 Wisdom saving throw or be frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the nalfeshnee's Horror Nimbus for the next 24 hours.",Teleport,"The nalfeshnee magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Night Hag,5,fiend,Medium,17,112,15d8,15d8+45,walk,30,0,0,0,0,neutral evil,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Abyssal, Common, Infernal, Primordial","darkvision 120 ft., passive_perception 16",120,0,0,0,Innate Spellcasting,"The hag's innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). She can innately cast the following spells, requiring no material components:

At will: detect magic, magic missile
2/day each: plane shift (self only), ray of enfeeblement, sleep",Magic Resistance,The hag has advantage on saving throws against spells and other magical effects.,Night Hag Items,"A night hag carries two very rare magic items that she must craft for herself If either object is lost, the night hag will go to great lengths to retrieve it, as creating a new tool takes time and effort.
Heartstone: This lustrous black gem allows a night hag to become ethereal while it is in her possession. The touch of a heartstone also cures any disease. Crafting a heartstone takes 30 days.
Soul Bag: When an evil humanoid dies as a result of a night hag's Nightmare Haunting, the hag catches the soul in this black sack made of stitched flesh. A soul bag can hold only one evil soul at a time, and only the night hag who crafted the bag can catch a soul with it. Crafting a soul bag takes 7 days and a humanoid sacrifice (whose flesh is used to make the bag).",0,0,Claws (Hag Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",Change Shape,"The hag magically polymorphs into a Small or Medium female humanoid, or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies.",Etherealness,"The hag magically enters the Ethereal Plane from the Material Plane, or vice versa. To do so, the hag must have a heartstone in her possession.",Nightmare Haunting,"While on the Ethereal Plane, the hag magically touches a sleeping humanoid on the Material Plane. A protection from evil and good spell cast on the target prevents this contact, as does a magic circle. As long as the contact persists, the target has dreadful visions. If these visions last for at least 1 hour, the target gains no benefit from its rest, and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target's hit point maximum to 0, the target dies, and if the target was evil, its soul is trapped in the hag's soul bag. The reduction to the target's hit point maximum lasts until removed by the greater restoration spell or similar magic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Nightmare,3,fiend,Large,13,68,8d10,8d10+24,"fly,walk",60,90,0,0,0,neutral evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"understands Abyssal, Common, and Infernal but can't speak",passive_perception 11,0,0,0,0,Confer Fire Resistance,The nightmare can grant resistance to fire damage to anyone riding it.,Illumination,The nightmare sheds bright light in a 10-foot radius and dim light for an additional 10 feet.,0,0,0,0,Hooves,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage plus 7 (2d6) fire damage.",Ethereal Stride,"The nightmare and up to three willing creatures within 5 feet of it magically enter the Ethereal Plane from the Material Plane, or vice versa.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Noble,0.125,humanoid,Medium,15,9,2d8,2d8,walk,30,0,0,0,0,any alignment,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,any two languages,passive_perception 12,0,0,0,0,0,0,0,0,0,0,0,0,Rapier,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Ochre Jelly,2,ooze,Large,8,45,6d10,6d10+12,"climb,walk",10,0,0,10,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"blindsight 60 ft. (blind beyond this radius), passive_perception 8",0,0,60,0,Amorphous,The jelly can move through a space as narrow as 1 inch wide without squeezing.,Spider Climb,"The jelly can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.",0,0,0,0,Pseudopod,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) bludgeoning damage plus 3 (1d6) acid damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Octopus,0,beast,Small,12,3,1d6,1d6,"swim,walk",5,0,30,0,0,unaligned,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"darkvision 30 ft., passive_perception 12",30,0,0,0,Hold Breath,"While out of water, the octopus can hold its breath for 30 minutes.",Underwater Camouflage,The octopus has advantage on Dexterity (Stealth) checks made while underwater.,Water Breathing,The octopus can breathe only underwater.,0,0,Tentacles,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 1 bludgeoning damage, and the target is grappled (escape DC 10). Until this grapple ends, the octopus can't use its tentacles on another target.",Ink Cloud,"A 5-foot-radius cloud of ink extends all around the octopus if it is underwater. The area is heavily obscured for 1 minute, although a significant current can disperse the ink. After releasing the ink, the octopus can use the Dash action as a bonus action.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Ogre,2,giant,Large,11,59,7d10,7d10+21,walk,40,0,0,0,0,chaotic evil,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Common, Giant","darkvision 60 ft., passive_perception 8",60,0,0,0,0,0,0,0,0,0,0,0,Greatclub,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.",Javelin,"Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 11 (2d6 + 4) piercing damage.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
